context_id,state,sample_id,theta_hat
1,0,1,0.687170474516696
1,0,2,0.6690017513134852
1,0,3,0.7062043795620438
1,0,4,0.6678383128295254
1,0,5,0.7038391224862889
1,0,6,0.6619964973730298
1,0,7,0.6654804270462633
1,0,8,0.6514084507042254
1,0,9,0.6841155234657039
1,0,10,0.6784452296819788
1,0,11,0.6940966010733453
1,0,12,0.7096188747731398
1,0,13,0.6556521739130434
1,0,14,0.6522491349480969
1,0,15,0.6596858638743456
1,0,16,0.643979057591623
1,0,17,0.641156462585034
1,0,18,0.6608996539792388
1,0,19,0.7218181818181818
1,0,20,0.7053571428571429
1,0,21,0.6767857142857143
1,0,22,0.7049180327868853
1,0,23,0.7116788321167883
1,0,24,0.7
1,0,25,0.6749116607773852
1,0,26,0.6773049645390071
1,0,27,0.6194539249146758
1,0,28,0.5913621262458472
1,0,29,0.6808510638297872
1,0,30,0.6591695501730104
1,0,31,0.6402753872633391
1,0,32,0.6421232876712328
1,0,33,0.6970802919708029
1,0,34,0.6660808435852372
1,0,35,0.6976744186046512
1,0,36,0.657439446366782
1,0,37,0.6755793226381461
1,0,38,0.6625222024866785
1,0,39,0.6868327402135231
1,0,40,0.6831858407079646
1,0,41,0.6613475177304965
1,0,42,0.6643598615916955
1,0,43,0.670753064798599
1,0,44,0.6379310344827587
1,0,45,0.6631205673758865
1,0,46,0.6579861111111112
1,0,47,0.6843971631205674
1,0,48,0.6082474226804123
1,0,49,0.6358974358974359
1,0,50,0.6224489795918368
1,0,51,0.6474694589877836
1,0,52,0.6833631484794276
1,0,53,0.7184643510054844
1,0,54,0.6252129471890971
1,0,55,0.705989110707804
1,0,56,0.6649122807017543
1,0,57,0.6684491978609626
1,0,58,0.6929982046678635
1,0,59,0.6547619047619048
1,0,60,0.6654867256637168
1,0,61,0.6426116838487973
1,0,62,0.692167577413479
1,0,63,0.6631205673758865
1,0,64,0.6790123456790124
1,0,65,0.6096345514950167
1,0,66,0.6589285714285714
1,0,67,0.6429809358752167
1,0,68,0.6731793960923623
1,0,69,0.6725978647686833
1,0,70,0.6631762652705061
1,0,71,0.6790123456790124
1,0,72,0.6701570680628273
1,0,73,0.6597582037996546
1,0,74,0.6877256317689531
1,0,75,0.6566371681415929
1,0,76,0.6788321167883211
1,0,77,0.6855123674911661
1,0,78,0.7096188747731398
1,0,79,0.7021660649819494
1,0,80,0.6614853195164075
1,0,81,0.6417391304347826
1,0,82,0.6453287197231834
1,0,83,0.655536028119508
1,0,84,0.6309523809523809
1,0,85,0.649737302977233
1,0,86,0.6666666666666666
1,0,87,0.689594356261023
1,0,88,0.6666666666666666
1,0,89,0.658493870402802
1,0,90,0.6678321678321678
1,0,91,0.6866197183098591
1,0,92,0.6603119584055459
1,0,93,0.6695957820738138
1,0,94,0.700354609929078
1,0,95,0.611764705882353
1,0,96,0.6448275862068965
1,0,97,0.6910714285714286
1,0,98,0.6509598603839442
1,0,99,0.7111913357400722
1,0,100,0.6501766784452296
1,0,101,0.6428571428571429
1,0,102,0.6666666666666666
1,0,103,0.6567944250871081
1,0,104,0.6719298245614035
1,0,105,0.6637630662020906
1,0,106,0.7019748653500898
1,0,107,0.6942446043165468
1,0,108,0.6672566371681415
1,0,109,0.6907775768535263
1,0,110,0.6608084358523726
1,0,111,0.6338514680483592
1,0,112,0.6666666666666666
1,0,113,0.6428571428571429
1,0,114,0.6467486818980668
1,0,115,0.662020905923345
1,0,116,0.6601769911504425
1,0,117,0.6299483648881239
1,0,118,0.6978021978021978
1,0,119,0.6395147313691508
1,0,120,0.6245733788395904
1,0,121,0.6815742397137746
1,0,122,0.6481802426343154
1,0,123,0.6785079928952042
1,0,124,0.6797853309481217
1,0,125,0.626916524701874
1,0,126,0.6684118673647469
1,0,127,0.7119856887298748
1,0,128,0.672566371681416
1,0,129,0.6148648648648649
1,0,130,0.6533795493934142
1,0,131,0.6942446043165468
1,0,132,0.6802841918294849
1,0,133,0.6468531468531469
1,0,134,0.6160267111853088
1,0,135,0.6649395509499136
1,0,136,0.6809269162210339
1,0,137,0.6725352112676056
1,0,138,0.6809269162210339
1,0,139,0.6779964221824687
1,0,140,0.7250922509225092
1,0,141,0.7025089605734767
1,0,142,0.6385135135135135
1,0,143,0.6853526220614828
1,0,144,0.6122448979591837
1,0,145,0.6174496644295302
1,0,146,0.6423611111111112
1,0,147,0.6482758620689655
1,0,148,0.6421052631578947
1,0,149,0.6614035087719298
1,0,150,0.6405451448040886
1,0,151,0.6413793103448275
1,0,152,0.6678445229681979
1,0,153,0.6684303350970018
1,0,154,0.65
1,0,155,0.6521739130434783
1,0,156,0.6631578947368421
1,0,157,0.6861702127659575
1,0,158,0.6516464471403813
1,0,159,0.6493055555555556
1,0,160,0.6631393298059964
1,0,161,0.7094474153297683
1,0,162,0.6393162393162393
1,0,163,0.6533795493934142
1,0,164,0.6597582037996546
1,0,165,0.6352739726027398
1,0,166,0.6795774647887324
1,0,167,0.6517241379310345
1,0,168,0.6454388984509466
1,0,169,0.6596858638743456
1,0,170,0.6910714285714286
1,0,171,0.664323374340949
1,0,172,0.662020905923345
1,0,173,0.6851520572450805
1,0,174,0.660245183887916
1,0,175,0.6592465753424658
1,0,176,0.6905187835420393
1,0,177,0.6262798634812287
1,0,178,0.6742957746478874
1,0,179,0.6338983050847458
1,0,180,0.6509598603839442
1,0,181,0.6567425569176882
1,0,182,0.6437177280550774
1,0,183,0.6493955094991365
1,0,184,0.6613475177304965
1,0,185,0.6928571428571428
1,0,186,0.6557659208261618
1,0,187,0.6245733788395904
1,0,188,0.6844919786096256
1,0,189,0.6731793960923623
1,0,190,0.6538461538461539
1,0,191,0.6480836236933798
1,0,192,0.6826241134751773
1,0,193,0.6613475177304965
1,0,194,0.6417391304347826
1,0,195,0.6567944250871081
1,0,196,0.6823104693140795
1,0,197,0.666077738515901
1,0,198,0.6305084745762712
1,0,199,0.6672443674176777
1,0,200,0.7281021897810219
1,1,1,0.09280742459396751
1,1,2,0.11188811188811189
1,1,3,0.14380530973451328
1,1,4,0.12064965197215777
1,1,5,0.15011037527593818
1,1,6,0.12121212121212122
1,1,7,0.14840182648401826
1,1,8,0.14351851851851852
1,1,9,0.15022421524663676
1,1,10,0.1152073732718894
1,1,11,0.12244897959183673
1,1,12,0.13140311804008908
1,1,13,0.11294117647058824
1,1,14,0.1066350710900474
1,1,15,0.117096018735363
1,1,16,0.1358313817330211
1,1,17,0.08495145631067962
1,1,18,0.0947867298578199
1,1,19,0.11777777777777777
1,1,20,0.10454545454545454
1,1,21,0.13863636363636364
1,1,22,0.14412416851441243
1,1,23,0.13938053097345132
1,1,24,0.14666666666666667
1,1,25,0.12211981566820276
1,1,26,0.12385321100917432
1,1,27,0.12318840579710146
1,1,28,0.10552763819095477
1,1,29,0.11926605504587157
1,1,30,0.0995260663507109
1,1,31,0.11217183770883055
1,1,32,0.10096153846153846
1,1,33,0.1570796460176991
1,1,34,0.12296983758700696
1,1,35,0.11564625850340136
1,1,36,0.0995260663507109
1,1,37,0.1366742596810934
1,1,38,0.14645308924485126
1,1,39,0.12100456621004566
1,1,40,0.11264367816091954
1,1,41,0.14678899082568808
1,1,42,0.0924170616113744
1,1,43,0.10722610722610723
1,1,44,0.11904761904761904
1,1,45,0.14220183486238533
1,1,46,0.10613207547169812
1,1,47,0.11467889908256881
1,1,48,0.15311004784688995
1,1,49,0.10361445783132531
1,1,50,0.11165048543689321
1,1,51,0.13114754098360656
1,1,52,0.1360544217687075
1,1,53,0.13245033112582782
1,1,54,0.11380145278450363
1,1,55,0.133630289532294
1,1,56,0.1186046511627907
1,1,57,0.1480637813211845
1,1,58,0.1309255079006772
1,1,59,0.06553398058252427
