context_id,sample_id,theta_state_0,theta_state_1,theta_state_2,theta_state_3
0,0,0.5938697318007663,0.044444444444444446,0.5694444444444444,0.15789473684210525
0,1,0.5945945945945946,0.05026455026455026,0.6490765171503958,0.09523809523809523
0,2,0.593607305936073,0.05804749340369393,0.6552631578947369,0.0
0,3,0.5932203389830508,0.05390835579514825,0.6226415094339622,0.09090909090909091
0,4,0.4440894568690096,0.06363636363636363,0.5800604229607251,0.19230769230769232
0,5,0.6945812807881774,0.04909560723514212,0.6365979381443299,0.13636363636363635
0,6,0.5447154471544715,0.060109289617486336,0.6338797814207651,0.0
0,7,0.583969465648855,0.05865921787709497,0.5710306406685237,0.0
0,8,0.5535055350553506,0.022284122562674095,0.5821727019498607,0.2727272727272727
0,9,0.5700934579439252,0.04699738903394256,0.6814621409921671,0.1
0,10,0.6055776892430279,0.0326975476839237,0.5869565217391305,0.14285714285714285
0,11,0.6051502145922747,0.04,0.625,0.0625
0,12,0.5791666666666667,0.0431266846361186,0.6236559139784946,0.058823529411764705
0,13,0.5215827338129496,0.036827195467422094,0.5875706214689266,0.13333333333333333
0,14,0.5676855895196506,0.03978779840848806,0.656084656084656,0.0625
0,15,0.5672268907563025,0.0431266846361186,0.6344086021505376,0.15789473684210525
0,16,0.549618320610687,0.027548209366391185,0.6043956043956044,0.09090909090909091
0,17,0.5912698412698413,0.03814713896457766,0.5940054495912807,0.0
0,18,0.5707964601769911,0.04774535809018567,0.656084656084656,0.05263157894736842
0,19,0.5662650602409639,0.035326086956521736,0.6178861788617886,0.07142857142857142
0,20,0.5692307692307692,0.06424581005586592,0.5865921787709497,0.041666666666666664
0,21,0.6082949308755761,0.03116883116883117,0.6571428571428571,0.07692307692307693
0,22,0.6,0.04087193460490463,0.5896739130434783,0.0
0,23,0.5186721991701245,0.060109289617486336,0.6566757493188011,0.15384615384615385
0,24,0.6111111111111112,0.05526315789473684,0.6535433070866141,0.08695652173913043
0,25,0.6444444444444445,0.04221635883905013,0.618421052631579,0.0
0,26,0.6774193548387096,0.07142857142857142,0.6785714285714286,0.06666666666666667
0,27,0.5653846153846154,0.05,0.592797783933518,0.05263157894736842
0,28,0.5944055944055944,0.04885057471264368,0.5100286532951289,0.0
0,29,0.6728971962616822,0.049738219895287955,0.6214099216710183,0.09523809523809523
0,30,0.6134453781512605,0.03763440860215054,0.6085790884718498,0.17647058823529413
0,31,0.531496062992126,0.04120879120879121,0.6301369863013698,0.11764705882352941
0,32,0.6234309623430963,0.04032258064516129,0.6005361930294906,0.0625
0,33,0.6390243902439025,0.04922279792746114,0.661498708010336,0.13636363636363635
0,34,0.5860655737704918,0.04632152588555858,0.6086956521739131,0.19047619047619047
0,35,0.6071428571428571,0.06371191135734072,0.5761772853185596,0.11538461538461539
0,36,0.597457627118644,0.023872679045092837,0.626984126984127,0.0
0,37,0.5093632958801498,0.05322128851540616,0.6190476190476191,0.0
0,38,0.5795918367346938,0.057534246575342465,0.6092896174863388,0.125
0,39,0.5229681978798587,0.05459770114942529,0.5730659025787965,0.05
0,40,0.5676855895196506,0.050666666666666665,0.651595744680851,0.05
0,41,0.6072874493927125,0.037940379403794036,0.5945945945945946,0.0
0,42,0.5328185328185329,0.04986149584487535,0.6187845303867403,0.0
0,43,0.6164383561643836,0.03664921465968586,0.6475195822454308,0.125
0,44,0.6326530612244898,0.043256997455470736,0.682741116751269,0.0
0,45,0.576271186440678,0.04838709677419355,0.6344086021505376,0.1
0,46,0.5514705882352942,0.056818181818181816,0.5750708215297451,0.13043478260869565
0,47,0.5390334572490706,0.0679886685552408,0.5892351274787535,0.04
0,48,0.5967078189300411,0.051630434782608696,0.6043360433604336,0.05
0,49,0.5992217898832685,0.024657534246575342,0.5765027322404371,0.25
0,50,0.5275590551181102,0.03278688524590164,0.6338797814207651,0.14285714285714285
0,51,0.5813953488372093,0.0584958217270195,0.5805555555555556,0.08695652173913043
0,52,0.5263157894736842,0.05337078651685393,0.6078431372549019,0.09523809523809523
0,53,0.5461538461538461,0.05,0.6055555555555555,0.1
0,54,0.5826446280991735,0.04619565217391304,0.6151761517615176,0.19047619047619047
0,55,0.5255474452554745,0.03651685393258427,0.5938375350140056,0.0
0,56,0.5236363636363637,0.05397727272727273,0.5892351274787535,0.05
0,57,0.5468164794007491,0.047619047619047616,0.5910364145658263,0.10526315789473684
0,58,0.5895196506550219,0.048,0.6382978723404256,0.1
0,59,0.572,0.057692307692307696,0.6071428571428571,0.045454545454545456
0,60,0.5055762081784386,0.030555555555555555,0.6222222222222222,0.0
0,61,0.5439330543933054,0.043243243243243246,0.6495956873315364,0.2
0,62,0.6320754716981132,0.03367875647668394,0.6511627906976745,0.13333333333333333
0,63,0.5223880597014925,0.062146892655367235,0.6056338028169014,0.043478260869565216
0,64,0.5949367088607594,0.04289544235924933,0.6229946524064172,0.0
0,65,0.5737704918032787,0.03773584905660377,0.6226415094339622,0.0
0,66,0.5637254901960784,0.05167958656330749,0.7036082474226805,0.047619047619047616
0,67,0.5375939849624061,0.04481792717086835,0.6005586592178771,0.15789473684210525
0,68,0.5574468085106383,0.04825737265415549,0.6487935656836461,0.05263157894736842
0,69,0.6016597510373444,0.03485254691689008,0.6112600536193029,0.0
0,70,0.5340909090909091,0.044444444444444446,0.6083333333333333,0.0
0,71,0.5877192982456141,0.06166219839142091,0.6417112299465241,0.08
0,72,0.4864864864864865,0.025936599423631124,0.5862068965517241,0.0
0,73,0.6023166023166023,0.06128133704735376,0.5666666666666667,0.0
0,74,0.5437956204379562,0.05397727272727273,0.5779036827195467,0.09523809523809523
0,75,0.5319148936170213,0.025423728813559324,0.576271186440678,0.1
0,76,0.5719424460431655,0.039660056657223795,0.5508474576271186,0.06666666666666667
0,77,0.5648854961832062,0.04735376044568245,0.5888888888888889,0.10526315789473684
0,78,0.5780590717299579,0.0374331550802139,0.6346666666666667,0.0
0,79,0.5872340425531914,0.06775067750677506,0.6260162601626016,0.07407407407407407
0,80,0.6098654708520179,0.05291005291005291,0.6402116402116402,0.047619047619047616
0,81,0.6141078838174274,0.04582210242587601,0.601078167115903,0.0
0,82,0.6127659574468085,0.026525198938992044,0.6190476190476191,0.0
0,83,0.5542168674698795,0.06944444444444445,0.6177285318559557,0.16666666666666666
0,84,0.6,0.042440318302387266,0.6428571428571429,0.2
0,85,0.6146788990825688,0.05013192612137203,0.6473684210526316,0.17391304347826086
0,86,0.6026200873362445,0.02631578947368421,0.6351706036745407,0.0
0,87,0.6175298804780877,0.05785123966942149,0.5741758241758241,0.045454545454545456
0,88,0.6200873362445415,0.029023746701846966,0.6263157894736842,0.08333333333333333
0,89,0.5379061371841155,0.06340057636887608,0.5718390804597702,0.21428571428571427
0,90,0.562753036437247,0.03523035230352303,0.6243243243243243,0.07142857142857142
0,91,0.5107142857142857,0.031073446327683617,0.5943661971830986,0.0
0,92,0.5894308943089431,0.04904632152588556,0.6049046321525886,0.1
0,93,0.6470588235294118,0.07049608355091384,0.65625,0.06896551724137931
0,94,0.6176470588235294,0.04851752021563342,0.6048387096774194,0.05263157894736842
0,95,0.5950413223140496,0.03763440860215054,0.6129032258064516,0.0
0,96,0.6215139442231076,0.029891304347826088,0.5772357723577236,0.08333333333333333
0,97,0.620253164556962,0.032,0.608,0.07692307692307693
0,98,0.5670995670995671,0.0398936170212766,0.649867374005305,0.0625
0,99,0.6588785046728972,0.044270833333333336,0.6311688311688312,0.0
0,100,0.6,0.07526881720430108,0.6380697050938338,0.06666666666666667
0,101,0.4857142857142857,0.054285714285714284,0.6096866096866097,0.0
0,102,0.6233766233766234,0.04533333333333334,0.616,0.10526315789473684
0,103,0.5576036866359447,0.06349206349206349,0.6798941798941799,0.1111111111111111
0,104,0.547244094488189,0.055710306406685235,0.6111111111111112,0.25925925925925924
0,105,0.6150793650793651,0.0521978021978022,0.5741758241758241,0.05
0,106,0.5650406504065041,0.04632152588555858,0.6212534059945504,0.15
0,107,0.5941422594142259,0.04864864864864865,0.6162162162162163,0.14285714285714285
0,108,0.5799256505576208,0.056657223796033995,0.559322033898305,0.16666666666666666
0,109,0.5461254612546126,0.03064066852367688,0.5877437325905293,0.0
0,110,0.5903614457831325,0.04087193460490463,0.5994550408719346,0.11764705882352941
0,111,0.5075187969924813,0.0679886685552408,0.6186440677966102,0.1111111111111111
0,112,0.6190476190476191,0.060209424083769635,0.660574412532637,0.08
0,113,0.583941605839416,0.04815864022662889,0.5480225988700564,0.10526315789473684
0,114,0.5845588235294118,0.05070422535211268,0.5521126760563381,0.0
0,115,0.5909090909090909,0.05263157894736842,0.6578947368421053,0.0
0,116,0.5766129032258065,0.06318681318681318,0.6054794520547945,0.0
0,117,0.6320346320346321,0.0425531914893617,0.6127320954907162,0.0
0,118,0.5833333333333334,0.07008086253369272,0.6397849462365591,0.10344827586206896
0,119,0.5737704918032787,0.03504043126684636,0.6236559139784946,0.0
0,120,0.5539033457249071,0.04201680672268908,0.5837988826815642,0.0625
0,121,0.5627376425855514,0.03314917127071823,0.5895316804407713,0.0
0,122,0.6146788990825688,0.0582010582010582,0.6437994722955145,0.12
0,123,0.5418502202643172,0.015665796344647518,0.6788511749347258,0.14285714285714285
0,124,0.6616915422885572,0.06476683937823834,0.655440414507772,0.07407407407407407
0,125,0.6084905660377359,0.07387862796833773,0.6605263157894737,0.034482758620689655
0,126,0.4948805460750853,0.031609195402298854,0.5833333333333334,0.0
0,127,0.5949367088607594,0.05945945945945946,0.6189189189189189,0.043478260869565216
0,128,0.6111111111111112,0.04884318766066838,0.6871794871794872,0.17391304347826086
0,129,0.45901639344262296,0.02631578947368421,0.5906432748538012,0.18181818181818182
0,130,0.5244755244755245,0.04899135446685879,0.5660919540229885,0.10526315789473684
0,131,0.5581395348837209,0.01084010840108401,0.6097560975609756,0.0
0,132,0.5466101694915254,0.08791208791208792,0.6456043956043956,0.1111111111111111
0,133,0.548,0.043596730245231606,0.6267029972752044,0.0
0,134,0.6326530612244898,0.05115089514066496,0.6836734693877551,0.047619047619047616
